eventName,eventId,year,awardName,categoryName,newCategoryName,primaryNomineeName,primaryNomineeCode,secondaryNomineeName,secondaryNomineeCode,awardNominationId,isWinner,string
"Academy Awards, USA",ev0000003,1994,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['John Malkovich'],['nm0000518'],['In the Line of Fire'],['tt0107206'],an0049053,False,"{""primaryNominees"": [""nm0000518""], ""secondaryNominees"": [""tt0107206""]}"
"Academy Awards, USA",ev0000003,1994,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Leonardo DiCaprio'],['nm0000138'],"[""What's Eating Gilbert Grape""]",['tt0108550'],an0049051,False,"{""primaryNominees"": [""nm0000138""], ""secondaryNominees"": [""tt0108550""]}"
"Academy Awards, USA",ev0000003,1994,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Pete Postlethwaite'],['nm0000592'],['In the Name of the Father'],['tt0107207'],an0049054,False,"{""primaryNominees"": [""nm0000592""], ""secondaryNominees"": [""tt0107207""]}"
"Academy Awards, USA",ev0000003,1994,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Ralph Fiennes'],['nm0000146'],"[""Schindler's List""]",['tt0108052'],an0049052,False,"{""primaryNominees"": [""nm0000146""], ""secondaryNominees"": [""tt0108052""]}"
"Academy Awards, USA",ev0000003,1995,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Martin Landau'],['nm0001445'],['Ed Wood'],['tt0109707'],an0053200,True,"{""primaryNominees"": [""nm0001445""], ""secondaryNominees"": [""tt0109707""]}"
"Academy Awards, USA",ev0000003,1995,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Chazz Palminteri'],['nm0001590'],['Bullets Over Broadway'],['tt0109348'],an0053202,False,"{""primaryNominees"": [""nm0001590""], ""secondaryNominees"": [""tt0109348""]}"
"Academy Awards, USA",ev0000003,1995,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Gary Sinise'],['nm0000641'],['Forrest Gump'],['tt0109830'],an0053204,False,"{""primaryNominees"": [""nm0000641""], ""secondaryNominees"": [""tt0109830""]}"
"Academy Awards, USA",ev0000003,1995,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Paul Scofield'],['nm0006890'],['Quiz Show'],['tt0110932'],an0053203,False,"{""primaryNominees"": [""nm0006890""], ""secondaryNominees"": [""tt0110932""]}"
"Academy Awards, USA",ev0000003,1995,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Samuel L. Jackson'],['nm0000168'],['Pulp Fiction'],['tt0110912'],an0053201,False,"{""primaryNominees"": [""nm0000168""], ""secondaryNominees"": [""tt0110912""]}"
"Academy Awards, USA",ev0000003,1996,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Kevin Spacey'],['nm0000228'],['The Usual Suspects'],['tt0114814'],an0051113,True,"{""primaryNominees"": [""nm0000228""], ""secondaryNominees"": [""tt0114814""]}"
"Academy Awards, USA",ev0000003,1996,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Brad Pitt'],['nm0000093'],['12 Monkeys'],['tt0114746'],an0051116,False,"{""primaryNominees"": [""nm0000093""], ""secondaryNominees"": [""tt0114746""]}"
"Academy Awards, USA",ev0000003,1996,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Ed Harris'],['nm0000438'],['Apollo 13'],['tt0112384'],an0051115,False,"{""primaryNominees"": [""nm0000438""], ""secondaryNominees"": [""tt0112384""]}"
"Academy Awards, USA",ev0000003,1996,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['James Cromwell'],['nm0000342'],['Babe'],['tt0112431'],an0051114,False,"{""primaryNominees"": [""nm0000342""], ""secondaryNominees"": [""tt0112431""]}"
"Academy Awards, USA",ev0000003,1996,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Tim Roth'],['nm0000619'],['Rob Roy'],['tt0114287'],an0051117,False,"{""primaryNominees"": [""nm0000619""], ""secondaryNominees"": [""tt0114287""]}"
"Academy Awards, USA",ev0000003,1997,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Cuba Gooding Jr.'],['nm0000421'],['Jerry Maguire'],['tt0116695'],an0047770,True,"{""primaryNominees"": [""nm0000421""], ""secondaryNominees"": [""tt0116695""]}"
"Academy Awards, USA",ev0000003,1997,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Armin Mueller-Stahl'],['nm0000090'],['Shine'],['tt0117631'],an0047772,False,"{""primaryNominees"": [""nm0000090""], ""secondaryNominees"": [""tt0117631""]}"
"Academy Awards, USA",ev0000003,1997,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Edward Norton'],['nm0001570'],['Primal Fear'],['tt0117381'],an0047773,False,"{""primaryNominees"": [""nm0001570""], ""secondaryNominees"": [""tt0117381""]}"
"Academy Awards, USA",ev0000003,1997,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['James Woods'],['nm0000249'],['Ghosts of Mississippi'],['tt0116410'],an0047774,False,"{""primaryNominees"": [""nm0000249""], ""secondaryNominees"": [""tt0116410""]}"
"Academy Awards, USA",ev0000003,1997,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['William H. Macy'],['nm0000513'],['Fargo'],['tt0116282'],an0047771,False,"{""primaryNominees"": [""nm0000513""], ""secondaryNominees"": [""tt0116282""]}"
"Academy Awards, USA",ev0000003,1998,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Robin Williams'],['nm0000245'],['Good Will Hunting'],['tt0119217'],an0048555,True,"{""primaryNominees"": [""nm0000245""], ""secondaryNominees"": [""tt0119217""]}"
"Academy Awards, USA",ev0000003,1998,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Anthony Hopkins'],['nm0000164'],['Amistad'],['tt0118607'],an0048557,False,"{""primaryNominees"": [""nm0000164""], ""secondaryNominees"": [""tt0118607""]}"
"Academy Awards, USA",ev0000003,1998,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Burt Reynolds'],['nm0000608'],['Boogie Nights'],['tt0118749'],an0048559,False,"{""primaryNominees"": [""nm0000608""], ""secondaryNominees"": [""tt0118749""]}"
"Academy Awards, USA",ev0000003,1998,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Greg Kinnear'],['nm0001427'],['As Good as It Gets'],['tt0119822'],an0048558,False,"{""primaryNominees"": [""nm0001427""], ""secondaryNominees"": [""tt0119822""]}"
"Academy Awards, USA",ev0000003,1998,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Robert Forster'],['nm0001233'],['Jackie Brown'],['tt0119396'],an0048556,False,"{""primaryNominees"": [""nm0001233""], ""secondaryNominees"": [""tt0119396""]}"
"Academy Awards, USA",ev0000003,1999,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['James Coburn'],['nm0000336'],['Affliction'],['tt0118564'],an0057189,True,"{""primaryNominees"": [""nm0000336""], ""secondaryNominees"": [""tt0118564""]}"
"Academy Awards, USA",ev0000003,1999,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Billy Bob Thornton'],['nm0000671'],['A Simple Plan'],['tt0120324'],an0057193,False,"{""primaryNominees"": [""nm0000671""], ""secondaryNominees"": [""tt0120324""]}"
"Academy Awards, USA",ev0000003,1999,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Ed Harris'],['nm0000438'],['The Truman Show'],['tt0120382'],an0057191,False,"{""primaryNominees"": [""nm0000438""], ""secondaryNominees"": [""tt0120382""]}"
"Academy Awards, USA",ev0000003,1999,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Geoffrey Rush'],['nm0001691'],['Shakespeare in Love'],['tt0138097'],an0057192,False,"{""primaryNominees"": [""nm0001691""], ""secondaryNominees"": [""tt0138097""]}"
"Academy Awards, USA",ev0000003,1999,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Robert Duvall'],['nm0000380'],['A Civil Action'],['tt0120633'],an0057190,False,"{""primaryNominees"": [""nm0000380""], ""secondaryNominees"": [""tt0120633""]}"
"Academy Awards, USA",ev0000003,2000,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Michael Caine'],['nm0000323'],['The Cider House Rules'],['tt0124315'],an0055169,True,"{""primaryNominees"": [""nm0000323""], ""secondaryNominees"": [""tt0124315""]}"
"Academy Awards, USA",ev0000003,2000,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Haley Joel Osment'],['nm0005286'],['The Sixth Sense'],['tt0167404'],an0055173,False,"{""primaryNominees"": [""nm0005286""], ""secondaryNominees"": [""tt0167404""]}"
"Academy Awards, USA",ev0000003,2000,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Jude Law'],['nm0000179'],['The Talented Mr. Ripley'],['tt0134119'],an0055172,False,"{""primaryNominees"": [""nm0000179""], ""secondaryNominees"": [""tt0134119""]}"
"Academy Awards, USA",ev0000003,2000,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Michael Clarke Duncan'],['nm0003817'],['The Green Mile'],['tt0120689'],an0055171,False,"{""primaryNominees"": [""nm0003817""], ""secondaryNominees"": [""tt0120689""]}"
"Academy Awards, USA",ev0000003,2000,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Tom Cruise'],['nm0000129'],['Magnolia'],['tt0175880'],an0055170,False,"{""primaryNominees"": [""nm0000129""], ""secondaryNominees"": [""tt0175880""]}"
"Academy Awards, USA",ev0000003,2001,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Benicio Del Toro'],['nm0001125'],['Traffic'],['tt0181865'],an0050798,True,"{""primaryNominees"": [""nm0001125""], ""secondaryNominees"": [""tt0181865""]}"
"Academy Awards, USA",ev0000003,2001,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Albert Finney'],['nm0001215'],['Erin Brockovich'],['tt0195685'],an0050800,False,"{""primaryNominees"": [""nm0001215""], ""secondaryNominees"": [""tt0195685""]}"
"Academy Awards, USA",ev0000003,2001,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Jeff Bridges'],['nm0000313'],['The Contender'],['tt0208874'],an0050799,False,"{""primaryNominees"": [""nm0000313""], ""secondaryNominees"": [""tt0208874""]}"
"Academy Awards, USA",ev0000003,2001,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Joaquin Phoenix'],['nm0001618'],['Gladiator'],['tt0172495'],an0050801,False,"{""primaryNominees"": [""nm0001618""], ""secondaryNominees"": [""tt0172495""]}"
"Academy Awards, USA",ev0000003,2001,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Willem Dafoe'],['nm0000353'],['Shadow of the Vampire'],['tt0189998'],an0050802,False,"{""primaryNominees"": [""nm0000353""], ""secondaryNominees"": [""tt0189998""]}"
"Academy Awards, USA",ev0000003,2002,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Jim Broadbent'],['nm0000980'],['Iris'],['tt0280778'],an0055392,True,"{""primaryNominees"": [""nm0000980""], ""secondaryNominees"": [""tt0280778""]}"
"Academy Awards, USA",ev0000003,2002,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Ben Kingsley'],['nm0001426'],['Sexy Beast'],['tt0203119'],an0055395,False,"{""primaryNominees"": [""nm0001426""], ""secondaryNominees"": [""tt0203119""]}"
"Academy Awards, USA",ev0000003,2002,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Ethan Hawke'],['nm0000160'],['Training Day'],['tt0139654'],an0055396,False,"{""primaryNominees"": [""nm0000160""], ""secondaryNominees"": [""tt0139654""]}"
"Academy Awards, USA",ev0000003,2002,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Ian McKellen'],['nm0005212'],['The Lord of the Rings: The Fellowship of the Ring'],['tt0120737'],an0055394,False,"{""primaryNominees"": [""nm0005212""], ""secondaryNominees"": [""tt0120737""]}"
"Academy Awards, USA",ev0000003,2002,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Jon Voight'],['nm0000685'],['Ali'],['tt0248667'],an0055393,False,"{""primaryNominees"": [""nm0000685""], ""secondaryNominees"": [""tt0248667""]}"
"Academy Awards, USA",ev0000003,2003,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Chris Cooper'],['nm0177933'],['Adaptation.'],['tt0268126'],an0054918,True,"{""primaryNominees"": [""nm0177933""], ""secondaryNominees"": [""tt0268126""]}"
"Academy Awards, USA",ev0000003,2003,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Christopher Walken'],['nm0000686'],['Catch Me If You Can'],['tt0264464'],an0054919,False,"{""primaryNominees"": [""nm0000686""], ""secondaryNominees"": [""tt0264464""]}"
"Academy Awards, USA",ev0000003,2003,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Ed Harris'],['nm0000438'],['The Hours'],['tt0274558'],an0054921,False,"{""primaryNominees"": [""nm0000438""], ""secondaryNominees"": [""tt0274558""]}"
"Academy Awards, USA",ev0000003,2003,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['John C. Reilly'],['nm0000604'],['Chicago'],['tt0299658'],an0054920,False,"{""primaryNominees"": [""nm0000604""], ""secondaryNominees"": [""tt0299658""]}"
"Academy Awards, USA",ev0000003,2003,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Paul Newman'],['nm0000056'],['Road to Perdition'],['tt0257044'],an0054922,False,"{""primaryNominees"": [""nm0000056""], ""secondaryNominees"": [""tt0257044""]}"
"Academy Awards, USA",ev0000003,2004,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Tim Robbins'],['nm0000209'],['Mystic River'],['tt0327056'],an0055282,True,"{""primaryNominees"": [""nm0000209""], ""secondaryNominees"": [""tt0327056""]}"
"Academy Awards, USA",ev0000003,2004,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Alec Baldwin'],['nm0000285'],['The Cooler'],['tt0318374'],an0055284,False,"{""primaryNominees"": [""nm0000285""], ""secondaryNominees"": [""tt0318374""]}"
"Academy Awards, USA",ev0000003,2004,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Benicio Del Toro'],['nm0001125'],['21 Grams'],['tt0315733'],an0055283,False,"{""primaryNominees"": [""nm0001125""], ""secondaryNominees"": [""tt0315733""]}"
"Academy Awards, USA",ev0000003,2004,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Djimon Hounsou'],['nm0005023'],['In America'],['tt0298845'],an0055285,False,"{""primaryNominees"": [""nm0005023""], ""secondaryNominees"": [""tt0298845""]}"
"Academy Awards, USA",ev0000003,2004,Oscar,Best Actor in a Supporting Role,Best Performance by an Actor in a Supporting Role,['Ken Watanabe'],['nm0913822'],['The Last Samurai'],['tt0325710'],an0055286,False,"{""primaryNominees"": [""nm0913822""], ""secondaryNominees"": [""tt0325710""]}"
"Academy Awards, USA",ev0000003,1990,Oscar,Best Actress in a Leading Role,Best Performance by an Actress in a Leading Role,['Jessica Tandy'],['nm0001788'],['Driving Miss Daisy'],['tt0097239'],an0052716,True,"{""primaryNominees"": [""nm0001788""], ""secondaryNominees"": [""tt0097239""]}"
"Academy Awards, USA",ev0000003,1990,Oscar,Best Actress in a Leading Role,Best Performance by an Actress in a Leading Role,['Isabelle Adjani'],['nm0000254'],['Camille Claudel'],['tt0094828'],an0052717,False,"{""primaryNominees"": [""nm0000254""], ""secondaryNominees"": [""tt0094828""]}"
"Academy Awards, USA",ev0000003,1990,Oscar,Best Actress in a Leading Role,Best Performance by an Actress in a Leading Role,['Jessica Lange'],['nm0001448'],['Music Box'],['tt0100211'],an0052719,False,"{""primaryNominees"": [""nm0001448""], ""secondaryNominees"": [""tt0100211""]}"
"Academy Awards, USA",ev0000003,1990,Oscar,Best Actress in a Leading Role,Best Performance by an Actress in a Leading Role,['Michelle Pfeiffer'],['nm0000201'],['The Fabulous Baker Boys'],['tt0097322'],an0052720,False,"{""primaryNominees"": [""nm0000201""], ""secondaryNominees"": [""tt0097322""]}"
"Academy Awards, USA",ev0000003,1990,Oscar,Best Actress in a Leading Role,Best Performance by an Actress in a Leading Role,['Pauline Collins'],['nm0172604'],['Shirley Valentine'],['tt0098319'],an0052718,False,"{""primaryNominees"": [""nm0172604""], ""secondaryNominees"": [""tt0098319""]}"
"Academy Awards, USA",ev0000003,1991,Oscar,Best Actress in a Leading Role,Best Performance by an Actress in a Leading Role,['Kathy Bates'],['nm0000870'],['Misery'],['tt0100157'],an0053082,True,"{""primaryNominees"": [""nm0000870""], ""secondaryNominees"": [""tt0100157""]}"
"Academy Awards, USA",ev0000003,1991,Oscar,Best Actress in a Leading Role,Best Performance by an Actress in a Leading Role,['Anjelica Huston'],['nm0001378'],['The Grifters'],['tt0099703'],an0053083,False,"{""primaryNominees"": [""nm0001378""], ""secondaryNominees"": [""tt0099703""]}"
"Academy Awards, USA",ev0000003,1991,Oscar,Best Actress in a Leading Role,Best Performance by an Actress in a Leading Role,['Joanne Woodward'],['nm0940946'],['Mr. & Mrs. Bridge'],['tt0100200'],an0053086,False,"{""primaryNominees"": [""nm0940946""], ""secondaryNominees"": [""tt0100200""]}"
